"GENERAL HINTS TO IMPROVE:;A couple of general hints for agendas and minutes:;Agenda:Why important: A good agenda ensures there is a clear objective for the meeting and that the discussion flows in a logical order to achieve that objective within the time allocated.What information should be included in the agenda:;The basics: The first key part is the basics to ensure there is no confusion for attendees: Date, time, location, attendees and who is chairing the meeting.;;The objective: The next critical part is the objective, this can be included in the title of the meeting and / or included in the top of the agenda if more details are needed.;Discussion points: The next component is listing the points to be discussed. These can be done as statement or questions, for example, “Determining stakeholder needs” or “how do we understand our stakeholders needs?”. It is important that the points to be discussed are described in a way that is obvious to attendees of what is needing to be achieved. It is also important that they are listed in order of priority if unrelated or ordered in the most logical flow to achieve the objective of the meeting. This is particularly relevant where drawing out information or decisions are needed to make sense of the next point for discussion.What other information should be included:Prework is assigned if relevant: The agenda should also set out any preparation required of the attendees so they come prepared and decisions can be made more thoroughly and efficiently.Names are allocated to each discussion point: This will depend on the objective and type of meeting. Names should be allocated to a discussion point if there is an expectation that a particular attendee will facilitate or lead that section of the discussion.;Broad times are allocated to each discussion point: Similarly, broad times should be allocated to each discussion point or section to help keep the discussion to time and ensure that all key discussion points are covered and the objective achieved.;;Minutes:Why important: Minutes are an important written record of the key outcomes, decisions and actions made during a meeting so the team and anyone unable to attend has an accurate summary of what was agreed and everyone is clear on what actions need to be taken after the meeting.;What information should be communicated in the minutes: The minutes should include:The basics: Who attended the meeting and who couldn’t make it (who was an apology), date, location, chair,Summary of the team’s decisions: Include the critical points and actions that lead to the decision or action item and any other important insights, risks or issues that might be significant to someone who could not attend.Summary of the actions: arising from the meeting including who is responsible for the action and when it needs to be completed.How much to write:;Be as brief and concise as possible. Ask yourself, will point x matter in three weeks time?Structure of minutes:;Choose a template that makes it easy for any member who was absent to understand what they need to know and do. Use bullet points, bold or underline to highlight actions / who / deadline. Compare various templates on the internet and choose the version that suits your team the best. Ensure you have a clear logical meeting agenda for the minutes to be based on. Use agenda headings to make the minutes easier to follow. Keep your minute template consistent for future meetings.",67.0
"Feedback:Try to be more specific of agenda item ownersThere is no mention of who the chairperson is or who the minute-taker isAgenda: Objective of the meeting was not clear: To ensure your meeting is effective it is important the objective of the meeting is obvious. This could be included in the heading or as a separate section at the top of the meeting. For example: To seek feedback from our Industry mentor on what is working well and what needs to be done differently with our projectMinutes: action items could be more actionable - who is responsible for these tasks?GENERAL HINTS:A couple of general hints for agendas and minutes:Agenda:Why important: A good agenda ensures there is a clear objective for the meeting and that the discussion flows in a logical order to achieve that objective within the time allocated.What information should be included in the agenda:;The basics: The first key part is the basics to ensure there is no confusion for attendees: Date, time, location, attendees and who is chairing the meeting.;;The objective: The next critical part is the objective, this can be included in the title of the meeting and / or included in the top of the agenda if more details are needed.;Discussion points: The next component is listing the points to be discussed. These can be done as statement or questions, for example, “Determining stakeholder needs” or “how do we understand our stakeholders needs?”. It is important that the points to be discussed are described in a way that is obvious to attendees of what is needing to be achieved. It is also important that they are listed in order of priority if unrelated or ordered in the most logical flow to achieve the objective of the meeting. This is particularly relevant where drawing out information or decisions are needed to make sense of the next point for discussion.What other information should be included:Prework is assigned if relevant: The agenda should also set out any preparation required of the attendees so they come prepared and decisions can be made more thoroughly and efficiently.Names are allocated to each discussion point: This will depend on the objective and type of meeting. Names should be allocated to a discussion point if there is an expectation that a particular attendee will facilitate or lead that section of the discussion.;Broad times are allocated to each discussion point: Similarly, broad times should be allocated to each discussion point or section to help keep the discussion to time and ensure that all key discussion points are covered and the objective achieved.;;Minutes:Why important: Minutes are an important written record of the key outcomes, decisions and actions made during a meeting so the team and anyone unable to attend has an accurate summary of what was agreed and everyone is clear on what actions need to be taken after the meeting.;What information should be communicated in the minutes: The minutes should include:The basics: Who attended the meeting and who couldn’t make it (who was an apology), date, location, chair,Summary of the team’s decisions: Include the critical points and actions that lead to the decision or action item and any other important insights, risks or issues that might be significant to someone who could not attend.Summary of the actions: arising from the meeting including who is responsible for the action and when it needs to be completed.How much to write:;Be as brief and concise as possible. Ask yourself, will point x matter in three weeks time?Structure of minutes:;Choose a template that makes it easy for any member who was absent to understand what they need to know and do. Use bullet points, bold or underline to highlight actions / who / deadline. Compare various templates on the internet and choose the version that suits your team the best. Ensure you have a clear logical meeting agenda for the minutes to be based on. Use agenda headings to make the minutes easier to follow. Keep your minute template consistent for future meetings.",62.0
Some useful feedback and wellexplained.;You did well on the key aspects of givingconstructive feedback:·;;;;;;Bespecific and give reasons – explain your feedback: To help the personunderstand why it should change·;;;;;; Don’t judge: Describe what couldbe done differently rather than state what is “good / bad / wrong / right”·;;;;;;Behelpful: Offer suggestions for improvementOne area that I would have given more feedback on was the amount of information on the site - it was at first very confusing and hard to navigate as the page was very full of various information all positioned closely together.,70.0
"Agenda ●      Basics structure of an agenda were missing: A good agenda should include the date, time, location,attendees and the chairperson for the meeting so there is no confusion.●      Objective of the meeting was not clear: To ensure your meeting is effective it is important theobjective of the meeting is obvious. This could be included in the heading oras a separate section at the top of the meeting. For example: To seek feedbackfrom our Industry mentor on what is working well and what needs to be donedifferently with our projectMinutes: ●    Agenda rather than minutes: The key basics ofthe minutes are good however this document is more like an agenda (eg. list oftopics covered) rather than a synopsis of what was discussed and agreed. Theactions should represent what will be actioned after the meeting rather thanwhat occurred during the meeting.  GENERAL HINTS: A couple of general hints foragendas and minutes: Agenda:●      Why important: A goodagenda ensures there is a clear objective for the meeting and that thediscussion flows in a logical order to achieve that objective within the timeallocated.●      What information should be included in the agenda: o   The basics: The first key part is the basics to ensure there is noconfusion for attendees: Date, time, location, attendees and who is chairingthe meeting.  o   The objective: The next critical part is the objective, this can beincluded in the title of the meeting and / or included in the top of the agendaif more details are needed. o   Discussionpoints: The next component is listing thepoints to be discussed. These can be done as statement or questions, forexample, “Determining stakeholder needs” or “how do we understand ourstakeholders needs?”. It is important that the points to be discussed aredescribed in a way that is obvious to attendees of what is needing to beachieved. It is also important that they are listed in order of priority ifunrelated or ordered in the most logical flow to achieve the objective of themeeting. This is particularly relevant where drawing out information ordecisions are needed to make sense of the next point for discussion.●      What other information should be included:o   Prework isassigned if relevant: The agenda shouldalso set out any preparation required of the attendees so they come preparedand decisions can be made more thoroughly and efficiently.o   Names areallocated to each discussion point: Thiswill depend on the objective and type of meeting. Names should be allocated toa discussion point if there is an expectation that a particular attendee willfacilitate or lead that section of the discussion. o   Broad times areallocated to each discussion point: Similarly,broad times should be allocated to each discussion point or section to helpkeep the discussion to time and ensure that all key discussion points arecovered and the objective achieved.  Minutes:●      Why important: Minutesare an important written record of the key outcomes, decisions and actions madeduring a meeting so the team and anyone unable to attend has an accuratesummary of what was agreed and everyone is clear on what actions need to betaken after the meeting. ●      What information should be communicated in the minutes: The minutes should include:●      The basics: Whoattended the meeting and who couldn’t make it (who was an apology), date,location, chair,●      Summary of the team’s decisions: Include the critical points and actions that lead to thedecision or action item and any other important insights, risks or issues thatmight be significant to someone who could not attend.●      Summary of theactions: arising from the meeting including who is responsible for the actionand when it needs to be completed.●    How much to write: Beas brief and concise as possible. Ask yourself, will point x matter in threeweeks time?●    Structure of minutes: Choosea template that makes it easy for any member who was absent to understand whatthey need to know and do. Use bullet points, bold or underline to highlightactions / who / deadline. Compare various templates on the internet and choosethe version that suits your team the best. Ensure you have a clear logicalmeeting agenda for the minutes to be based on. Use agenda headings to make theminutes easier to follow. Keep your minute template consistent for futuremeetings.  ",70.0
"Feedback:What worked well in your report:Read like a business report – focused on the problem, insights and actionable recommendations on how to address the problem (rather than focusing on theory).Executive summary acted as a stand-alone documentThe purpose and objective of the report was clearPoints were generally well made, practical and insightful. Very good use of examples to support your arguments.The executive summary acted as a stand-alone project.Recommendations were succinct, useful and delivered in a way that the reader could readily implement. RACI matrix was quite supportive and well explained.Suggestions:A number of key challenges / insights critical to the success of high performing teams were missing. For example,Implications of Tuckmans stages of team development - eg. Realisation that previously high performing / productive teams may revert back to forming or storming stages as a result of new team members and losing productivity. New teams go through multiple stages before achieving high performing. If measures are not put in place there is a risk that teams may not evolve past conflict and remain dysfunctional (storming) etc etc.Elaboration on why the Z Process is important to consider – ie. risk that the new teams no longer have the complementary workflow strengths/skills needed to complete their projects successfully (mix of creators, advancers, refiners and executors).Thank you, Mihir,  for your continuous effort this semester. You have showcased excellent communication skills / logical thinking while presenting different ideas in class. Wishing you all the best in your future endeavours.",73.0
Well done. Good job on incorporating the feedback.,70.0
"Well done.;You've given some very useful feedback and it's well explained. You did particularly well on most of the key aspects of giving constructive feedback, such as being specific and giving reasons to help the team understand why they should change elements of their page.You also adopted the right tone and weren't too harsh or overly judgemental, and you offered some really helpful suggestions.",85.0
"The purpose and objective of the report were stated clearly. Several genuine issues and challenges were listed and discussed clearly.Recommendations were linked back to the challenges identified. Ways to improve:The executive summary highlighted did not serve its purpose where the key findings, including the recommendations, are clearly stated. Examples could be included to support the different issues discussed. Challenges could be broken down into smaller issues such as virtual meetings, conflict resolution, and conflict management. Recommendations should be actionable. Instead of suggesting selecting a communication method, you need to recommend the best communication method or method. ",66.5
"Good effort. The purpose and objective of the report were clear. The report reads based more so towards an academic paper and audience as opposed to a commercial/business audience. Some valid points presented in the way of challenges and constraints, however, will be more helpful if we could use some examples as supporting evidence.Recommendations: - A lot of the recommendations need to be explained further, making it much more practical for the management to take actions. -;;So far, what you have provided are correct but lacking on the depth of discussion.Good luck with your final exam!",67.0
"Agenda; A separate agenda along with its basic     structure were missing: A good agenda     should include the date, time, location, attendees and the chairperson for     the meeting so there is no confusion. Objective of the meeting was not clear (even     by reading minutes of the meeting): To ensure     your meeting is effective it is important the objective of the meeting is     obvious. This could be included in the heading or as a separate section at     the top of the meeting. For example: To seek feedback from our Industry     mentor on what is working well and what needs to be done differently with     our project The discussion points not presented: It is important that the order of your discussion points be     considered as the order is a key factor to ensuring the objective of your     meeting is met. For example, if it is unrelated topics then the order     should be by priority. If the topics are related they should be in the     order that most efficiently gathers the relevant information, decisions     needed to reach your final meeting goal.;;Minutes:;·;;;;;;;Agendarather than minutes: The key basics of the minutes are good however this document is morelike an agenda (eg. list of topics covered) rather than a synopsis of what wasdiscussed and agreed. The actions should represent what will be actioned afterthe meeting rather than what occurred during the meeting.;Template did not suitpurpose or content: It's worth having a look at other templateoptions to see if this template is the best fit for the purpose of your minutes/ your content. Team members or other stakeholders who could not attend themeeting need to understand from the minutes.GENERAL HINTS:;A couple of general hints for agendas and minutes:;Agenda:Why important: A good agenda ensures there is a clear objective for the meeting and that the discussion flows in a logical order to achieve that objective within the time allocated.What information should be included in the agenda:;The basics: The first key part is the basics to ensure there is no confusion for attendees: Date, time, location, attendees and who is chairing the meeting.;;The objective: The next critical part is the objective, this can be included in the title of the meeting and / or included in the top of the agenda if more details are needed.;Discussion points: The next component is listing the points to be discussed. These can be done as statement or questions, for example, “Determining stakeholder needs” or “how do we understand our stakeholders needs?”. It is important that the points to be discussed are described in a way that is obvious to attendees of what is needing to be achieved. It is also important that they are listed in order of priority if unrelated or ordered in the most logical flow to achieve the objective of the meeting. This is particularly relevant where drawing out information or decisions are needed to make sense of the next point for discussion.What other information should be included:Prework is assigned if relevant: The agenda should also set out any preparation required of the attendees so they come prepared and decisions can be made more thoroughly and efficiently.Names are allocated to each discussion point: This will depend on the objective and type of meeting. Names should be allocated to a discussion point if there is an expectation that a particular attendee will facilitate or lead that section of the discussion.;Broad times are allocated to each discussion point: Similarly, broad times should be allocated to each discussion point or section to help keep the discussion to time and ensure that all key discussion points are covered and the objective achieved.;;Minutes:Why important: Minutes are an important written record of the key outcomes, decisions and actions made during a meeting so the team and anyone unable to attend has an accurate summary of what was agreed and everyone is clear on what actions need to be taken after the meeting.;What information should be communicated in the minutes: The minutes should include:The basics: Who attended the meeting and who couldn’t make it (who was an apology), date, location, chair,Summary of the team’s decisions: Include the critical points and actions that lead to the decision or action item and any other important insights, risks or issues that might be significant to someone who could not attend.Summary of the actions: arising from the meeting including who is responsible for the action and when it needs to be completed.How much to write:;Be as brief and concise as possible. Ask yourself, will point x matter in three weeks time?Structure of minutes:;Choose a template that makes it easy for any member who was absent to understand what they need to know and do. Use bullet points, bold or underline to highlight actions / who / deadline. Compare various templates on the internet and choose the version that suits your team the best. Ensure you have a clear logical meeting agenda for the minutes to be based on. Use agenda headings to make the minutes easier to follow. Keep your minute template consistent for future meetings.",50.0
Thank you for the effort you made in preparing this. It looks great and I wish you all the best for the expo.;,78.0
"Suggest you expand on the next steps to ensure that if a new person joined the team , the actions would be easy to understand. ",70.0
"What worked well in your report:·        Read like a businessreport – in the first person (we) and focused on the problem, insights, andactionable recommendations on how to address the problem (rather than focusingon theory). ·        Executive summaryacted as a stand-alone document·        The purpose and objective ofthe report was clear·        Points were wellmade, practical, and insightful. Very good use of examples, case studies, andfacts to support your arguments. ·        Challenges wereexplained so the reader could understand what the implications/problems wouldbe for the organisation·        Recommendations weresuccinct, useful, and delivered in a way that the reader could readilyimplement. ·        Good structure tosupport your points.·        Formatting and useof bullet points to keep the report succinctWays to improve:Some key challenges / insights critical to high performingteams were missing. For example,o   Implications of Tuckman’s stages of teamdevelopment - Previously high performing / productive teams reverting back toforming or storming stages and losing productivity. Realization that new teamsgo through multiple stages before achieving high performing. If measures arenot put in place there is a risk that teams may not evolve past conflict andremain dysfunctional (storming) etc etc.·        Implications of the Z Process – ie. risk that the new teams nolonger have the complementary workflow strengths/skills needed to completetheir projects successfully (mix of creators, advancers, refiners andexecutors).",78.0
"Agenda: missing chairperson and proper templateMinutes: could have been better. No clear next step, person responsible; and actions,;Discussions recorded for actions however, the intend of a couple of items did not specified - for instance ""bike safety topic is personal ..."" is not clear why this point need to be considered and what should be done.How to improve:Agenda:Why important: Agood agenda ensures there is a clear objective for the meeting and that thediscussion flows in a logical order to achieve that objective within the timeallocated.What informationshould be included in the agenda: The basics: Thefirst key part is the basics to ensure there is no confusion for attendees:Date, time, location, attendees and who is chairing the meeting.; The objective: Thenext critical part is the objective, this can be included in the title of themeeting and / or included in the top of the agenda if more details are needed. Discussion points:The next component is listing the points to be discussed. These can be done asstatement or questions, for example, “Determining stakeholder needs” or “how dowe understand our stakeholders needs?”. It is important that the points to bediscussed are described in a way that is obvious to attendees of what isneeding to be achieved. It is also important that they are listed in order ofpriority if unrelated or ordered in the most logical flow to achieve theobjective of the meeting. This is particularly relevant where drawing outinformation or decisions are needed to make sense of the next point fordiscussion.What otherinformation should be included:Prework is assignedif relevant: The agenda should also set out any preparation required of theattendees so they come prepared and decisions can be made more thoroughly andefficiently.Names are allocatedto each discussion point: This will depend on the objective and type ofmeeting. Names should be allocated to a discussion point if there is anexpectation that a particular attendee will facilitate or lead that section ofthe discussion. Broad times areallocated to each discussion point: Similarly, broad times should be allocatedto each discussion point or section to help keep the discussion to time andensure that all key discussion points are covered and the objective achieved. ;Minutes:Why important:Minutes are an important written record of the key outcomes, decisions andactions made during a meeting so the team and anyone unable to attend has anaccurate summary of what was agreed and everyone is clear on what actions needto be taken after the meeting. What informationshould be communicated in the minutes: The minutes should include:The basics: Whoattended the meeting and who couldn’t make it (who was an apology), date,location, chair,Summary of theteam’s decisions: Include the critical points and actions that lead to thedecision or action item and any other important insights, risks or issues thatmight be significant to someone who could not attend.Summary of theactions: arising from the meeting including who is responsible for the actionand when it needs to be completed.How much to write:Be as brief and concise as possible. Ask yourself, will point x matter in threeweeks time?Structure ofminutes: Choose a template that makes it easy for any member who was absent tounderstand what they need to know and do. Use bullet points, bold or underlineto highlight actions / who / deadline. Compare various templates on theinternet and choose the version that suits your team the best. Ensure you havea clear logical meeting agenda for the minutes to be based on. Use agendaheadings to make the minutes easier to follow. Keep your minute templateconsistent for future meetings.",57.0
A better product video. Thanks for the effort. I still think the audio would make a difference if it started from the beginning. The pace is a bit too fast but it is better than reading the subtitle. Statistics to support the problem at the start should stand out.;,68.0
"Agenda: (35/50)Meeting details, objective and list of attendees is mentioned clearly.  Time/duration to each discussion point is clearly stated. The meeting objective is not very clear. The discussion points are mentioned well in a separate column - clear and concise.The structure of the agenda is missing. It is a stand-alone document, sent out/ prepared before the meeting with the key discussion points and the time breakdown.A seperate Agenda &amp; Minutes are required. Please do not combine the two items.For both Agenda and Minutes you need to include the role of the Attendees, Industry Mentors - Chair Persons &amp; internal Facilitators – Monash Uni mentors Minutes: (45/50)The structure of the minutes is good. The discussion points are explained well in the minutes along with the minute breakdown. The Agenda items are mapped to all the discussion points but could clearly cross referene the discussion points item numbers. Action items are clearly located at the end of the Minutes with due date but was not assigned. GENERAL HINTS:A couple of general hints for agendas and minutes:Agenda:●       Why important: A good agenda ensuresthere is a clear objective for the meeting and that the discussion flows in alogical order to achieve that objective within the time allocated.●       What information should be included in theagenda:o   The basics: The first key part is thebasics to ensure there is no confusion for attendees: Date, time, location,attendees and who is chairing the meeting. o   The objective: The next critical partis the objective, this can be included in the title of the meeting and / orincluded in the top of the agenda if more details are needed.o   Discussion points: The next componentis listing the points to be discussed. These can be done as statement orquestions, for example, “Determining stakeholder needs” or “how do weunderstand our stakeholders needs?”. It is important that the points to bediscussed are described in a way that is obvious to attendees of what isneeding to be achieved. It is also important that they are listed in order ofpriority if unrelated or ordered in the most logical flow to achieve theobjective of the meeting. This is particularly relevant where drawing outinformation or decisions are needed to make sense of the next point fordiscussion.●       What other information should be included:O Preworkis assigned if relevant: The agenda should also set out anypreparation required of the attendees so they come prepared and decisions canbe made more thoroughly and efficiently.o   Names are allocated to each discussionpoint: This will depend on the objective and type of meeting. Namesshould be allocated to a discussion point if there is an expectation that aparticular attendee will facilitate or lead that section of the discussion.o   Broad times are allocated to each discussionpoint: Similarly, broad times should be allocated to each discussionpoint or section to help keep the discussion to time and ensure that all keydiscussion points are covered and the objective achieved.Minutes:●       Why important: Minutes are an importantwritten record of the key outcomes, decisions and actions made during a meetingso the team and anyone unable to attend has an accurate summary of what wasagreed and everyone is clear on what actions need to be taken after themeeting.●       What information should be communicated in theminutes: The minutes should include:●       The basics: Who attended the meetingand who couldn’t make it (who was an apology), date, location, chair,●       Summary of the team’s decisions: Includethe critical points and actions that lead to the decision or action item andany other important insights, risks or issues that might be significant tosomeone who could not attend.●      Summary of the actions: arising from the meeting including who is responsiblefor the action and when it needs to be completed.●     How much to write: Be as brief andconcise as possible. Ask yourself, will point x matter in three weeks time?●     Structure of minutes: Choose a templatethat makes it easy for any member who was absent to understand what they needto know and do. Use bullet points, bold or underline to highlight actions / who/ deadline. Compare various templates on the internet and choose the versionthat suits your team the best. Ensure you have a clear logical meeting agendafor the minutes to be based on. Use agenda headings to make the minutes easierto follow. Keep your minute template consistent for future meetings.   ",80.0
More detail on the negative aspects of facial recognition would have been good.,70.0
"Overall good work done.;Could have suggested updating the URL to bitly link keeping in mind the audience are IMs and the link should be meaningful and relevant to the team`s project.Could have tested on Mobile as well keeping in mind the audience IMs have less time so they might be opening these pages on mobile.;You've given some very useful feedback, however could have provided reasons to help the team understand why they should change elements of their page as done for the audience section and visual design section.;Good to see positive feedback included.;",68.0
Great job. Some very useful feedback and well explained. You did particularly well on the key aspects of giving constructive feedback:Be specific and give reasons – explain your feedback: To help the person understand why it should changeDon’t judge: Describe what could be done differently rather than state what is “good / bad / wrong / right”Be helpful: Offer suggestions for improvement  ,71.0
"What worked well in your report:""●; ; ; ; ; ; ; ;Purpose and objective of the report was clear""Ways to improve:""●; ; ; ; ; ; ; ;Remember the audience and purpose of a business report. This is not an essay. The focus should be on the practical application of the theory - not the theory itself. The report should be focused on the problem and practical solutions / insights to help the reader understand and address that problem. The reader should be able to walk away with practical and tangible recommendations they can implement.●; ; ; ; ; ; ; ;The executive summary did not act completely as a stand alone document that could be read separately from the report. A good exec summary assumes the reader will not read further and therefore includes a succinct summary of the key points and recommendations.●; ; ; ; ; ; ; ;Some of the issues were glossed over. The issues should be analysed in enough depth to enable the reader to understand / persuade the reader why the issue is important to the company and what the implications and risks would be for the business. One way to address this is to include case studies or facts of why “issue x” could be a problem. Considering the issues faced by virtual teams, multidisciplinary teams and cross cultural teams is a good way to start structuring your thinking.;●; ; ; ; ; ; ; ;Be careful not to overly summarise (gloss) over the recommendations. It should be clear to the reader why they are important and what specific actions the reader should take to implement them.; For example, you could include examples or case studies for some of the broader recommendations so the reader knows how to implement.●; ; ; ; ; ; ; ;Number headings, include more sub headings to break up large sections of text and greater use of bullet points to make the report more succinct and easier to read.;●; ; ; ; ; ; ; ;Ensure your report is written for your audience - it needs to be focused on the needs of a senior executive in your organisation, not your Monash tutor. """,56.0
"What worked well in your report:·; ; ;;·;;;;;;;;Executivesummary acted as a stand-alone document·; ; ; ; The purpose;and objective ofthe report was clear·; ; ;;Recommendationswere succinct, useful, and delivered in a way that the reader could readilyimplement.;·;;;;;;;;Good structureto support your points.·;;;;;;;;Formatting anduse of bullet points to keep the report succinctWays to improve:·;;;;;;;;Rememberthe audience and purpose of a business report. This is not an essay. The focusshould be on the practical application of the theory - not the theory itself.The report should be focused on the problem and practical solutions/insights tohelp the reader understand and address that problem. The reader should be ableto walk away with practical and tangible recommendations they can implement.·; ; ; Thereport should clearly include the purpose of the report (either in theintroduction or in a separate section). In this case, to provide insights intothe key characteristics of a high performing team; the potential challengesthat may prevent the new global teams from performing; and recommendations forhow the company should address these potential challenges.·;;;;;;;;Someof the issues were glossed over. The issues should be analysed in enough depthto enable the reader to understand/persuade the reader why the issue isimportant to the company and what the implications and risks would be for thebusiness. One way to address this is to include case studies or facts of why“issue x” could be a problem. Considering the issues faced by virtual teams,multidisciplinary teams and cross-cultural teams is a good way to startstructuring your thinking.;·;;;;;;;;Becareful not to overly summarise (gloss) over the recommendations. It should beclear to the reader why they are important and what specific actions the readershould take to implement them.; For example, you could include examples orcase studies for some of the broader recommendations, so the reader knows howto implement them.·; ; ; ;;",63.0
"Some useful suggestions, however it's important that you also give detailed feedback - explain why the changes suggested would be beneficial / are needed in order to help the other team understand how to implement the feedback.;Some general hints on giving constructive feedback:Be specific and give reasons – explain your feedback: To help the person understand why it should changeDon’t judge: Describe what could be done differently rather than state what is “good / bad / wrong / right”Be helpful: Offer suggestions for improvement",62.0
"What worked well inyour report:·;;;;;;;;;;;Read like a business report – infirst person (we) and focused on the problem, insights and actionablerecommendations on how to address the problem (rather than focused on theory). ·;;;;;;;;;;;Purpose and objective of thereport was clear·;;;;;;;;;;;Points were well made andpractical. ·;;;;;;;;;;;Challenges were explained so thereader could understand what the implications / problems would be for theorganisation·;;;;;;;;;;;Recommendations were succinct,useful;and delivered in a way that the reader could readily implement. ·;;;;;;;;;;;Good structure to support yourpoints.·;;;;;;;;;;;Formatting and use of bulletpoints to keep the report succinctWays to improve:·;;;;;;;;;;;The executive summary did notact completely as a stand alone document that could be read separately from thereport. A good exec summary assumes the reader will not read further andtherefore includes a succinct summary of the key points and recommendations.·;;;;;;;;;;;A number of key challenges /insights critical to high performing teams were missing. For example,o;; Implications of Tuckman’sstages of team development - Previously high performing / productive teams reverting back toforming or storming stages and losing productivity. Realisation that new teamsgo through multiple stages before achieving high performing. If measures arenot put in place there is a risk that teams may not evolve past conflict and remaindysfunctional (storming) etc etc.o;; Implications of theZ Process – ie. risk that the new teams no longer have the complementary workflowstrengths/skills needed to complete their projects successfully (mix ofcreators, advancers, refiners and executors).",71.5
Make sure you explain the AI and AR abbreviation on the slides.Presentation could have been more aligned to the question,66.0
"Great job. Some very useful feedback and well explained. You did particularly well on the key aspects of giving constructive feedback:Be specific and give reasons – explain your feedback: To help the person understand why it should changeDon’t judge: Describe what could be done differently rather than state what is “good / bad / wrong / right”Be helpful: Offer suggestions for improvementSome excellent recommendations.There was just one inconsistency in your recommendations however:- ""project logo"": you state is missing under 'content' but you like it under 'visual design'",90.0
